,LEVEL2,LEVEL1,ALTERNATIVE,STATUS,STATUS NOTE,ITEMID,MIMIC LABEL,UNITNAME,LINKSTO,COUNT,CATEGORY,CONCEPTID,FLUID,LOINC_CODE,DBSOURCE,Unnamed: 15,PARAM_TYPE,NOTE
6220,,,,,,4789,hyperoxia,,chartevents,4,,,,,carevue,,,
6221,,,,,,4966,GI consult,,chartevents,4,,,,,carevue,,,
6222,,,,,,5123,Chloral hydrate,,chartevents,4,,,,,carevue,,,
6223,,,,,,5199,NS Bolus,,chartevents,4,,,,,carevue,,,
6224,,,,,,5244,Left lateral decub,,chartevents,4,,,,,carevue,,,
6225,,,,,,5455,Lactation Consult,,chartevents,4,,,,,carevue,,,
6226,,,,,,5595,factor ten,,chartevents,4,,,,,carevue,,,
6227,,,,,,5661,PLTS,,chartevents,4,,,,,carevue,,,
6228,,,,,,5671,r fem art line,,chartevents,4,,,,,carevue,,,
6229,,,,,,5694,Abdominal ultrasound,,chartevents,4,,,,,carevue,,,
6230,,,,,,5780,NT SX,,chartevents,4,,,,,carevue,,,
6231,,,,,,5853,Elevate L leg,,chartevents,4,,,,,carevue,,,
6232,,,,,,5858,bedside observer,,chartevents,4,,,,,carevue,,,
6233,,,,,,5893,NGT lavage,,chartevents,4,,,,,carevue,,,
6234,,,,,,5925,Abdominal Hernia,,chartevents,4,,,,,carevue,,,
6235,,,,,,5927,NAS score,,chartevents,4,,,,,carevue,,,
6236,,,,,,5965,Vitamin A injections,,chartevents,4,,,,,carevue,,,
6237,,,,,,5993,Peak exp flow rate,,chartevents,4,,,,,carevue,,,
6238,,,,,,6074,NEONATAL BILI,,chartevents,4,,,,,carevue,,,
6239,,,,,,6076,Flowrate,,chartevents,4,,,,,carevue,,,
6240,,,,,,6084,TRACH SITE,,chartevents,4,,,,,carevue,,,
6241,,,,,,6092,Sclerea edema,,chartevents,4,,,,,carevue,,,
6242,,,,,,6123,Mag sulfate,,chartevents,4,,,,,carevue,,,
6243,,,,,,6133,Magnesium Sulfate,,chartevents,4,,,,,carevue,,,
6244,,,,,,6165,LYTES AND BILI,,chartevents,4,,,,,carevue,,,
6245,,,,,,6212,VBG,,chartevents,4,,,,,carevue,,,
6246,,,,,,6269,Dressing,,chartevents,4,,,,,carevue,,,
6247,,,,,,6281,LEFT LEG DRSG,,chartevents,4,,,,,carevue,,,
6248,,,,,,6288,tri-vi-sol,,chartevents,4,,,,,carevue,,,
6249,,,,,,6352,fentanyl mcg/hr,,chartevents,4,,,,,carevue,,,
6250,,,,,,6429,Glucagon       mg/hr,,chartevents,4,,,,,carevue,,,
6251,,,,,,6552,low insp press,,chartevents,4,,,,,carevue,,,
6252,,,,,,6691,DRIV PRESS,,chartevents,4,,,,,carevue,,,
6253,,,,,,6793,02 ANALYZED,,chartevents,4,,,,,carevue,,,
6254,,,,,,6794,NITRIC OXIDE PPM,,chartevents,4,,,,,carevue,,,
6255,,,,,,6795,NO2 ANALYZED,,chartevents,4,,,,,carevue,,,
6256,,,,,,6935,insp. vt,,chartevents,4,,,,,carevue,,,
6257,,,,,,7070,P2,,chartevents,4,,,,,carevue,,,
6258,,,,,,7128,He tank pressure,,chartevents,4,,,,,carevue,,,
6259,,,,,,7288,Acapella (PEP),,chartevents,4,,,,,carevue,,,
6260,,,,,,7289,thigh measurement,,chartevents,4,,,,,carevue,,,
6261,,,,,,7325,aspirin level,,chartevents,4,,,,,carevue,,,
6262,,,,,,7351,residual,,chartevents,4,,,,,carevue,,,
6263,,,,,,7504,Driv pressure,,chartevents,4,,,,,carevue,,,
6264,,,,,,7581,pr,,chartevents,4,,,,,carevue,,,
6265,,,,,,8000,Mucamyst,,chartevents,4,,,,,carevue,,,
6266,,,,,,8134,Tank press,,chartevents,4,,,,,carevue,,,
6267,,,,,,8173,Nitric Tank psi,,chartevents,4,,,,,carevue,,,
6268,,,,,,8179,peak flow post rx,,chartevents,4,,,,,carevue,,,
6269,,,,,,8183,trach mark location,,chartevents,4,,,,,carevue,,,
6270,,,,,,40728,jp drain,,outputevents,4,,,,,carevue,,,
6271,,,,,,40765,Drain Out #3 Tap,,outputevents,4,,,,,carevue,,,
6272,,,,,,40911,GASTRIC OUT,,outputevents,4,,,,,carevue,,,
6273,,,,,,41004,Breast milk,,outputevents,4,,,,,carevue,,,
6274,,,,,,41049,PD NET FLUID REMOVED,,outputevents,4,,,,,carevue,,,
6275,,,,,,41069,PD Dialysate Output,,outputevents,4,,,,,carevue,,,
6276,,,,,,41171,abd tap,,outputevents,4,,,,,carevue,,,
6277,,,,,,41203,LEFT LEG DRAINAGE,,outputevents,4,,,,,carevue,,,
6278,,,,,,41290,Paracentesis out,,outputevents,4,,,,,carevue,,,
6279,,,,,,41593,pleural cutaneous fi,,outputevents,4,,,,,carevue,,,
6280,,,,,,41635,Hemodialysis removal,,outputevents,4,,,,,carevue,,,
6281,,,,,,41750,dialysis  out,,outputevents,4,,,,,carevue,,,
6282,,,,,,41933,PERICARDIAL DRAIN,,outputevents,4,,,,,carevue,,,
6283,,,,,,42069,ER OUTPUT,,outputevents,4,,,,,carevue,,,
6284,,,,,,42248,HD FLUID REMOVED,,outputevents,4,,,,,carevue,,,
6285,,,,,,42276,angio output,,outputevents,4,,,,,carevue,,,
6286,,,,,,42390,PEG DRAINAGE.,,outputevents,4,,,,,carevue,,,
6287,,,,,,42392,Sump drains 1&2,,outputevents,4,,,,,carevue,,,
6288,,,,,,42475,duodenal drain,,outputevents,4,,,,,carevue,,,
6289,,,,,,42620,paracentesis output,,outputevents,4,,,,,carevue,,,
6290,,,,,,42636,L LEG JP,,outputevents,4,,,,,carevue,,,
6291,,,,,,42672,EW OUTPUT,,outputevents,4,,,,,carevue,,,
6292,,,,,,42682,total JP output,,outputevents,4,,,,,carevue,,,
6293,,,,,,42795,L LEG THIGH DRAIN,,outputevents,4,,,,,carevue,,,
6294,,,,,,43110,Nasogastric,,outputevents,4,,,,,carevue,,,
6295,,,,,,43114,Left pleural CT #2,,outputevents,4,,,,,carevue,,,
6296,,,,,,43115,dialysis net,,outputevents,4,,,,,carevue,,,
6297,,,,,,43133,NS irrig drng tube,,outputevents,4,Free Form Intake,,,,carevue,,,
6298,,,,,,43468,BMFSPO+ Promod+ HMF,,outputevents,4,Free Form Intake,,,,carevue,,,
6299,,,,,,43702,left pleural tap,,outputevents,4,,,,,carevue,,,
6300,,,,,,43943,VICU OUTPUT,,outputevents,4,,,,,carevue,,,
6301,,,,,,44229,R ARM DRAINAGE BAG,,outputevents,4,,,,,carevue,,,
6302,,,,,,44261,Floor output,,outputevents,4,,,,,carevue,,,
6303,,,,,,44353,Drain flush,,outputevents,4,Free Form Intake,,,,carevue,,,
6304,,,,,,44592,ed output,,outputevents,4,,,,,carevue,,,
6305,,,,,,44694,Drain Out #6 Jejunostomy Tube,,outputevents,4,,,,,carevue,,,
6306,,,,,,44931,Abdominal Tap,,outputevents,4,,,,,carevue,,,
6307,,,,,,44933,biliary drain,,outputevents,4,,,,,carevue,,,
6308,,,,,,44961,bm22 pg,,outputevents,4,Free Form Intake,,,,carevue,,,
6309,,,,,,45210,pleural effussion,,outputevents,4,,,,,carevue,,,
6310,,,,,,45259,ED output,,outputevents,4,,,,,carevue,,,
6311,,,,,,45296,g tube flush,,outputevents,4,Free Form Intake,,,,carevue,,,
6312,,,,,,45408,Free H20 cont G-tube,,outputevents,4,Free Form Intake,,,,carevue,,,
6313,,,,,,45418,gt output,,outputevents,4,,,,,carevue,,,
6314,,,,,,45421,old JP sites,,outputevents,4,,,,,carevue,,,
6315,,,,,,45422,L pleural tap,,outputevents,4,,,,,carevue,,,
6316,,,,,,45435,R pleural tap,,outputevents,4,,,,,carevue,,,
6317,,,,,,45512,Gastric lavage,,outputevents,4,Free Form Intake,,,,carevue,,,
6318,,,,,,45812,hemoptysis,,outputevents,4,,,,,carevue,,,
6319,,,,,,45879,BM28 w/HMF/MCT/BP po,,outputevents,4,Free Form Intake,,,,carevue,,,
6320,,,,,,46186,Flexiseal stool,,outputevents,4,,,,,carevue,,,
6321,,,,,,46604,Angio Output,,outputevents,4,,,,,carevue,,,
6322,,,,,,46663,Drain pouch #1,,outputevents,4,,,,,carevue,,,
6323,,,,,,46740,gastric lavage,,outputevents,4,Free Form Intake,,,,carevue,,,
6324,,,,,,51136,ALPHA ANTIPLASMIN,,labevents,4,HEMATOLOGY,,BLOOD,,,,,
6325,,,,,,51157,CD138,,labevents,4,HEMATOLOGY,,BLOOD,42869-8,,,,
6326,,,,,,51165,CD19 %,,labevents,4,HEMATOLOGY,,BLOOD,,,,,
6327,,,,,,51166,CD19 ABSOLUTE COUNT,,labevents,4,HEMATOLOGY,,BLOOD,,,,,
6328,,,,,,51169,CD20 %,,labevents,4,HEMATOLOGY,,BLOOD,,,,,
6329,,,,,,51170,CD20 ABSOLUTE COUNT,,labevents,4,HEMATOLOGY,,BLOOD,,,,,
6330,,,,,,51242,LUC,,labevents,4,HEMATOLOGY,,BLOOD,,,,,
6331,,,,,,51282,"RETICULOCYTE COUNT, ABSOLUTE",,labevents,4,HEMATOLOGY,,BLOOD,14196-0,,,,
6332,,,,,,51304,CD103,,labevents,4,HEMATOLOGY,,BONE MARROW,51221-0,,,,
6333,,,,,,51475,EPITHELIAL CASTS,,labevents,4,HEMATOLOGY,,URINE,,,,,
6334,,,,,,51520,ANTI-MC,,labevents,4,CHEMISTRY,,BLOOD,32042-4,,,,
6335,,,,,,51528,STDY HOLD,,labevents,4,CHEMISTRY,,BLOOD,,,,,
6336,,,Anderson (gastric),,,226569,Anderson (gastric),mL,outputevents,4,Output,,,,metavision,,Numeric,
6337,,,Albumin_ApacheIV,,,226981,Albumin_ApacheIV,None,chartevents,4,Scores - APACHE IV (2),,,,metavision,,Numeric,
6338,,,Impella Dressing Occlusive,,,228167,Impella Dressing Occlusive,,chartevents,4,Access Lines - Invasive,,,,metavision,,Checkbox,
6339,,,,,,8364,ABP [Diastolic],,chartevents,3,,,,,carevue,,,
6340,,,,,,1040,BIpap FIO2,,chartevents,3,,,,,carevue,,,
6341,,,,,,7262,Urine PH,,chartevents,3,,,,,carevue,,,
6342,,,,,,40534,urine flush,,outputevents,3,Free Form Intake,,,,carevue,,,
6343,,,,,,41922,angio urine,,outputevents,3,,,,,carevue,,,
6344,,,,,,42209,IRRIGANT AND URINE,,outputevents,3,,,,,carevue,,,
6345,,,,,,43173,urinecc/kg/hr,,outputevents,3,,,,,carevue,,,
6346,,,,,,43379,URINECC/KG/HR,,outputevents,3,,,,,carevue,,,
6347,,,,,,43811,urine out: cc/k/hr,,outputevents,3,,,,,carevue,,,
6348,,,,,,44752,inc urine,,outputevents,3,,,,,carevue,,,
6349,,,,,,45304,Urine output cc/k/hr,,outputevents,3,,,,,carevue,,,
6350,,,,,,1039,MDI #4,,chartevents,3,,,,,carevue,,,
6351,,,,,,1059,shampoo hair,,chartevents,3,,,,,carevue,,,
6352,,,,,,1061,mulitpodis boots,,chartevents,3,,,,,carevue,,,
6353,,,,,,1100,PRESSURE BAG R.GROIN,,chartevents,3,,,,,carevue,,,
6354,,,,,,1219,PASat,,chartevents,3,,,,,carevue,,,
6355,,,,,,1355,Fentanyl IV,,chartevents,3,,,,,carevue,,,
6356,,,,,,1357,versed IV,,chartevents,3,,,,,carevue,,,
6357,,,,,,1361,mcgs Fentanyl IV,,chartevents,3,,,,,carevue,,,
6358,,,,,,1376,NEB,,chartevents,3,,,,,carevue,,,
6359,,,,,,1453,CT DRSG,,chartevents,3,,,,,carevue,,,
6360,,,,,,1502,bladder irrig. 60cc,,chartevents,3,,,,,carevue,,,
6361,,,,,,1512,bbaaath,,chartevents,3,,,,,carevue,,,
6362,,,,,,1547,fundus,,chartevents,3,,,,,carevue,,,
6363,,,,,,1579,CORNEAL REFLEXES,,chartevents,3,,,,,carevue,,,
6364,,,,,,1617,peripad change,,chartevents,3,,,,,carevue,,,
6365,,,,,,1645,LLE drsg change,,chartevents,3,,,,,carevue,,,
6366,,,,,,1678,Time disconnect,,chartevents,3,,,,,carevue,,,
6367,,,,,,1907,PAsat,,chartevents,3,,,,,carevue,,,
6368,,,,,,1971,Oral drng,,chartevents,3,,,,,carevue,,,
6369,,,,,,2043,Tidal Vol (P High),,chartevents,3,,,,,carevue,,,
6370,,,,,,2076,HI(GH MV,,chartevents,3,,,,,carevue,,,
6371,,,,,,2081,high NO2,,chartevents,3,,,,,carevue,,,
6372,,,,,,2225,URINE NA,,chartevents,3,,,,,carevue,,,
6373,,,,,,2273,vanco level,,chartevents,3,,,,,carevue,,,
6374,,,,,,2402,sp tidal volumes,,chartevents,3,,,,,carevue,,,
6375,,,,,,2461,APROTANIN ML/HR,,chartevents,3,,,,,carevue,,,
6376,,,,,,2555,THAM-trisaminomethan,,chartevents,3,,,,,carevue,,,
6377,,,,,,2572,V02I,,chartevents,3,,,,,carevue,,,
6378,,,,,,2704,ABDOMINAL PRESSURE,,chartevents,3,,,,,carevue,,,
6379,,,,,,2748,D02,,chartevents,3,,,,,carevue,,,
6380,,,,,,2752,DVO2I,,chartevents,3,,,,,carevue,,,
6381,,,,,,2773,sjlactate,,chartevents,3,,,,,carevue,,,
6382,,,,,,2780,stv,,chartevents,3,,,,,carevue,,,
6383,,,,,,3010,Integrellin cc/hr,,chartevents,3,,,,,carevue,,,
6384,,,,,,3045,SPONT VT,,chartevents,3,,,,,carevue,,,
6385,,,,,,3108,PA PRESSURE,,chartevents,3,,,,,carevue,,,
6386,,,,,,3190,high  minute vol,,chartevents,3,,,,,carevue,,,
6387,,,,,,3195,P insp,,chartevents,3,,,,,carevue,,,
6388,,,,,,3254,High minute Vent.,,chartevents,3,,,,,carevue,,,
6389,,,,,,3260,high minnute volume,,chartevents,3,,,,,carevue,,,
6390,,,,,,3359,Chest Circum    (cm),,chartevents,3,,,,,carevue,,,
6391,,,,,,3751,Digoxin  (1-2ng/ml),,chartevents,3,Drug level,,,,carevue,,,
6392,,,,,,4297,Na bicarb,,chartevents,3,,,,,carevue,,,
6393,,,,,,4433,EMLA,,chartevents,3,,,,,carevue,,,
6394,,,,,,4477,narcan,,chartevents,3,,,,,carevue,,,
6395,,,,,,4553,Glycerin Supp.,,chartevents,3,,,,,carevue,,,
6396,,,,,,4901,SKIN,,chartevents,3,,,,,carevue,,,
6397,,,,,,4941,Genetics Consult,,chartevents,3,,,,,carevue,,,
6398,,,,,,5283,glycerin sliver,,chartevents,3,,,,,carevue,,,
6399,,,,,,5311,Chest tube,,chartevents,3,,,,,carevue,,,
6400,,,,,,5404,CAFFEINE LOAD,,chartevents,3,,,,,carevue,,,
6401,,,,,,5421,Abdominal xray,,chartevents,3,,,,,carevue,,,
6402,,,,,,5521,Hyperoxia,,chartevents,3,,,,,carevue,,,
6403,,,,,,5561,INEXSUFF,,chartevents,3,,,,,carevue,,,
6404,,,,,,5576,Ti,,chartevents,3,,,,,carevue,,,
6405,,,,,,5606,Nutrition Labs,,chartevents,3,,,,,carevue,,,
6406,,,,,,5646,trach ties,,chartevents,3,,,,,carevue,,,
6407,,,,,,5650,WASH ABD--HIBICLENS,,chartevents,3,,,,,carevue,,,
6408,,,,,,5662,lt. lat. decub,,chartevents,3,,,,,carevue,,,
6409,,,,,,5674,vest,,chartevents,3,,,,,carevue,,,
6410,,,,,,5677,scrotal ultrasound,,chartevents,3,,,,,carevue,,,
6411,,,,,,5708,MgSO4,,chartevents,3,,,,,carevue,,,
6412,,,,,,5724,TEA BAGS TO R EYE.,,chartevents,3,,,,,carevue,,,
6413,,,,,,5725,umbilical,,chartevents,3,,,,,carevue,,,
6414,,,,,,5731,FEMORAL ABP MEAN,,chartevents,3,,,,,carevue,,,
6415,,,,,,5743,NT suction,,chartevents,3,,,,,carevue,,,
6416,,,,,,5788,LLE Cast care,,chartevents,3,,,,,carevue,,,
6417,,,,,,5836,mask/sz,,chartevents,3,,,,,carevue,,,
6418,,,,,,5877,LFT's,,chartevents,3,,,,,carevue,,,
6419,,,,,,5889,Bladder cath,,chartevents,3,,,,,carevue,,,
6420,,,,,,5891,SSE,,chartevents,3,,,,,carevue,,,
6421,,,,,,5901,"Lytes,Bili",,chartevents,3,,,,,carevue,,,
6422,,,,,,5934,R arm sensation,,chartevents,3,,,,,carevue,,,
6423,,,,,,5940,Ileostomy care,,chartevents,3,,,,,carevue,,,
6424,,,,,,5987,Abd drsg change,,chartevents,3,,,,,carevue,,,
6425,,,,,,5989,Right heel drsg chae,,chartevents,3,,,,,carevue,,,
6426,,,,,,5995,Peak flow post tx.,,chartevents,3,,,,,carevue,,,
6427,,,,,,6015,Triple abx.,,chartevents,3,,,,,carevue,,,
6428,,,,,,6019,Left arm Edema,,chartevents,3,,,,,carevue,,,
6429,,,,,,6032,TRACH CUFF TAKENDOWN,,chartevents,3,,,,,carevue,,,
6430,,,,,,6039,Bath.,,chartevents,3,,,,,carevue,,,
6431,,,,,,6044,Trn of 4,,chartevents,3,,,,,carevue,,,
6432,,,,,,6048,right armpit,,chartevents,3,,,,,carevue,,,
6433,,,,,,6081,straight cath,,chartevents,3,,,,,carevue,,,
6434,,,,,,6091,leg dressings,,chartevents,3,,,,,carevue,,,
6435,,,,,,6097,suprapubic cath,,chartevents,3,,,,,carevue,,,
6436,,,,,,6105,High PIP,,chartevents,3,,,,,carevue,,,
6437,,,,,,6106,High RR,,chartevents,3,,,,,carevue,,,
6438,,,,,,6107,Low Pressure,,chartevents,3,,,,,carevue,,,
6439,,,,,,6192,Vidalgn,,chartevents,3,,,,,carevue,,,
6440,,,,,,6199,L. lower abd. kidney,,chartevents,3,,,,,carevue,,,
6441,,,,,,6231,Tank 1,,chartevents,3,,,,,carevue,,,
6442,,,,,,6233,Tank 2,,chartevents,3,,,,,carevue,,,
6443,,,,,,6245,Surgury,,chartevents,3,,,,,carevue,,,
6444,,,,,,6248,d51/2NSc 20meq kcl,,chartevents,3,,,,,carevue,,,
6445,,,,,,6249,leg retraints,,chartevents,3,,,,,carevue,,,
6446,,,,,,6283,Nitric Tank Pressure,,chartevents,3,,,,,carevue,,,
6447,,,,,,6287,antibiotic ointmt.,,chartevents,3,,,,,carevue,,,
6448,,,,,,6291,NITRIC TANK PRESSURE,,chartevents,3,,,,,carevue,,,
6449,,,,,,6292,APRV HIGH,,chartevents,3,,,,,carevue,,,
6450,,,,,,6293,APRV LOW,,chartevents,3,,,,,carevue,,,
6451,,,,,,6303,Pigtail dressing,,chartevents,3,,,,,carevue,,,
6452,,,,,,6309,24hr Caregiver,,chartevents,3,,,,,carevue,,,
6453,,,,,,6579,IR Sheath MAP,,chartevents,3,,,,,carevue,,,
6454,,,,,,6629,Rash left hand,,chartevents,3,,,,,carevue,,,
6455,,,,,,6640,35 QVar,,chartevents,3,,,,,carevue,,,
6456,,,,,,6729,Act CPP,,chartevents,3,,,,,carevue,,,
6457,,,,,,6748,Pt Leak,,chartevents,3,,,,,carevue,,,
6458,,,,,,6820,SSI HumR #units,,chartevents,3,,,,,carevue,,,
6459,,,,,,6912,tpa mg/hour,,chartevents,3,,,,,carevue,,,
6460,,,,,,6932,exh. ve,,chartevents,3,,,,,carevue,,,
6461,,,,,,6934,inhaled ve,,chartevents,3,,,,,carevue,,,
6462,,,,,,6947,mvo2,,chartevents,3,,,,,carevue,,,
6463,,,,,,7176,low insp. pressure,,chartevents,3,,,,,carevue,,,
6464,,,,,,7308,FS,,chartevents,3,,,,,carevue,,,
6465,,,,,,7394,disconnect time,,chartevents,3,,,,,carevue,,,
6466,,,,,,7571,QTC measurement,,chartevents,3,,,,,carevue,,,
6467,,,,,,7597,PRBC,,chartevents,3,,,,,carevue,,,
6468,,,,,,7600,NECK GIRTH (cm),,chartevents,3,,,,,carevue,,,
6469,,,,,,7650,Salicylate,,chartevents,3,,,,,carevue,,,
6470,,,,,,7799,Heliox tank psi,,chartevents,3,,,,,carevue,,,
6471,,,,,,7982,Bivona secured at 8,,chartevents,3,,,,,carevue,,,
6472,,,,,,8033,NC,,chartevents,3,,,,,carevue,,,
6473,,,,,,8099,dPaw,,chartevents,3,,,,,carevue,,,
6474,,,,,,8100,dPes,,chartevents,3,,,,,carevue,,,
6475,,,,,,8101,esoph press,,chartevents,3,,,,,carevue,,,
6476,,,,,,8170,trach postion/stoma,,chartevents,3,,,,,carevue,,,
6477,,,,,,8360,Trans pul exp.,,chartevents,3,,,,,carevue,,,
6478,,,,,,8361,Trans pul insp,,chartevents,3,,,,,carevue,,,
6479,,,,,,40285,vac drainage,,outputevents,3,,,,,carevue,,,
6480,,,,,,40668,PEG TUBE,,outputevents,3,,,,,carevue,,,
6481,,,,,,40804,pleuracentesis,,outputevents,3,,,,,carevue,,,
6482,,,,,,41035,PO Contrast per NGT,,outputevents,3,Free Form Intake,,,,carevue,,,
6483,,,,,,41172,L PLEURAL TAP,,outputevents,3,,,,,carevue,,,
6484,,,,,,41433,rectal tube,,outputevents,3,,,,,carevue,,,
6485,,,,,,41441,PARACENTESIS FLUID,,outputevents,3,,,,,carevue,,,
6486,,,,,,41576,GI drainage,,outputevents,3,,,,,carevue,,,
6487,,,,,,41670,stool,,outputevents,3,,,,,carevue,,,
6488,,,,,,41713,dialyslate out,,outputevents,3,,,,,carevue,,,
6489,,,,,,41718,pericadial tap,,outputevents,3,,,,,carevue,,,
6490,,,,,,41998,LEFT THORACENTESIS,,outputevents,3,,,,,carevue,,,
6491,,,,,,42033,flush LT ct #1&2 out,,outputevents,3,,,,,carevue,,,
6492,,,,,,42092,LT GROIN OSTOMY BAG,,outputevents,3,,,,,carevue,,,
6493,,,,,,42103,OSTOMY APPL ON ABD,,outputevents,3,,,,,carevue,,,
6494,,,,,,42196,PEG GRAVITY DRG,,outputevents,3,,,,,carevue,,,
6495,,,,,,42442,L GROIN DRNG,,outputevents,3,,,,,carevue,,,
6496,,,,,,42464,hemodialysis ultrafe,,outputevents,3,,,,,carevue,,,
6497,,,,,,42524,HemoDialysis,,outputevents,3,,,,,carevue,,,
6498,,,,,,42634,Pigtail Drain FlushI,,outputevents,3,Free Form Intake,,,,carevue,,,
6499,,,,,,42677,Drain Out #7 Jejunostomy Tube,,outputevents,3,,,,,carevue,,,
6500,,,,,,42838,VAC DRAIN,,outputevents,3,,,,,carevue,,,
6501,,,,,,42867,contrast via ngt,,outputevents,3,Free Form Intake,,,,carevue,,,
6502,,,,,,42880,IR OUTPUT,,outputevents,3,,,,,carevue,,,
6503,,,,,,42972,HEMODIALYSIS OFF,,outputevents,3,,,,,carevue,,,
6504,,,,,,43016,DIALYSIS TOTAL OUT,,outputevents,3,,,,,carevue,,,
6505,,,,,,43052,DIALYSIS REMOVED,,outputevents,3,,,,,carevue,,,
6506,,,,,,43463,BMFSNG+ 4 HMF,,outputevents,3,Free Form Intake,,,,carevue,,,
6507,,,,,,43554,SPITS,,outputevents,3,Free Form Intake,,,,carevue,,,
6508,,,,,,43582,Total blood out,,outputevents,3,,,,,carevue,,,
6509,,,,,,43612,BMFSNG + 2 HMF,,outputevents,3,Free Form Intake,,,,carevue,,,
6510,,,,,,43687,crystalloid/dialysis,,outputevents,3,Free Form Intake,,,,carevue,,,
6511,,,,,,43710,er out,,outputevents,3,,,,,carevue,,,
6512,,,,,,43804,outside hsp,,outputevents,3,Free Form Intake,,,,carevue,,,
6513,,,,,,43970,VOMITUS,,outputevents,3,,,,,carevue,,,
6514,,,,,,44039,P.D. Out,,outputevents,3,,,,,carevue,,,
6515,,,,,,44093,t tube site,,outputevents,3,,,,,carevue,,,
6516,,,,,,44193,Dialysis.,,outputevents,3,,,,,carevue,,,
6517,,,,,,44417,GT DRAINAGE,,outputevents,3,,,,,carevue,,,
6518,,,,,,44454,L side/pleural fluid,,outputevents,3,,,,,carevue,,,
6519,,,,,,44565,Pleural Tap,,outputevents,3,,,,,carevue,,,
6520,,,,,,44672,Drain #2 Bili,,outputevents,3,,,,,carevue,,,
6521,,,,,,44689,Pleural fludid,,outputevents,3,,,,,carevue,,,
6522,,,,,,44839,pharesis out,,outputevents,3,,,,,carevue,,,
6523,,,,,,44845,Dialysis fluids,,outputevents,3,Free Form Intake,,,,carevue,,,
6524,,,,,,45147,output from vicu,,outputevents,3,,,,,carevue,,,
6525,,,,,,45175,NS pigtail drain,,outputevents,3,Free Form Intake,,,,carevue,,,
6526,,,,,,45283,Mucous fistula,,outputevents,3,,,,,carevue,,,
6527,,,,,,45479,Dialysis In,,outputevents,3,Free Form Intake,,,,carevue,,,
6528,,,,,,45645,Thorocentesis,,outputevents,3,,,,,carevue,,,
6529,,,,,,45651,left thoracentesis,,outputevents,3,,,,,carevue,,,
6530,,,,,,45778,JP flush,,outputevents,3,Free Form Intake,,,,carevue,,,
6531,,,,,,45789,jp #2,,outputevents,3,,,,,carevue,,,
6532,,,,,,45828,Hemo dialysis out,,outputevents,3,,,,,carevue,,,
6533,,,,,,45968,farr 9 output,,outputevents,3,,,,,carevue,,,
6534,,,,,,46021,drainged from old HD,,outputevents,3,,,,,carevue,,,
6535,,,,,,46118,NJ tube,,outputevents,3,Free Form Intake,,,,carevue,,,
6536,,,,,,46130,J Tube feeding,,outputevents,3,Free Form Intake,,,,carevue,,,
6537,,,,,,46134,Drain segment IV,,outputevents,3,,,,,carevue,,,
6538,,,,,,46135,NG Drainage,,outputevents,3,,,,,carevue,,,
6539,,,,,,46164,GT output,,outputevents,3,,,,,carevue,,,
6540,,,,,,46255,groin pouch,,outputevents,3,,,,,carevue,,,
6541,,,,,,46345,BM + 2HMF,,outputevents,3,Free Form Intake,,,,carevue,,,
6542,,,,,,46347,BM26 with enfamil p.,,outputevents,3,Free Form Intake,,,,carevue,,,
6543,,,,,,46471,NGT out,,outputevents,3,,,,,carevue,,,
6544,,,,,,46539,Drainage bag,,outputevents,3,,,,,carevue,,,
6545,,,,,,46571,pigtail drain replac,,outputevents,3,Free Form Intake,,,,carevue,,,
6546,,,,,,46575,GB drain,,outputevents,3,,,,,carevue,,,
6547,,,,,,46640,GASTROGRAFIN/J TUBE,,outputevents,3,Free Form Intake,,,,carevue,,,
6548,,,,,,46673,Mucos fistula,,outputevents,3,,,,,carevue,,,
6549,,,,,,46710,endo drainage,,outputevents,3,,,,,carevue,,,
6550,,,,,,46759,thoracentesis fluid,,outputevents,3,,,,,carevue,,,
6551,,,,,,46763,NGT OUT S/P LAvage,,outputevents,3,,,,,carevue,,,
6552,,,,,,51121,MYELOCYTES,,labevents,3,HEMATOLOGY,,ASCITES,,,,,
6553,,,,,,51258,OSMOTIC FRAGILITY,,labevents,3,HEMATOLOGY,,BLOOD,34964-7,,,,
6554,,,,,,51293,SUGAR WATER TEST,,labevents,3,HEMATOLOGY,,BLOOD,12260-6,,,,
6555,,,,,,51329,CD57,,labevents,3,HEMATOLOGY,,BONE MARROW,,,,,
6556,,,,,,51389,CD103,,labevents,3,HEMATOLOGY,,OTHER BODY FLUID,,,,,
6557,,,,,,51437,PROMYELOCYTES,,labevents,3,HEMATOLOGY,,OTHER BODY FLUID,17799-8,,,,
6558,,,,,,51504,TYROSINE CRYSTALS,,labevents,3,HEMATOLOGY,,URINE,6/1/5815,,,,
6559,,,SOFA Score,,,227428,SOFA Score,None,chartevents,3,General,,,,metavision,,Numeric,
6560,,,,,,6254,Post-Ductal SaO2,,chartevents,2,,,,,carevue,,,
6561,,,,,,7811,post ductal sat,,chartevents,2,,,,,carevue,,,
6562,,,,,,541,PetCO2/TcCO2,,chartevents,2,,,,,carevue,,,
6563,,,,,,7570,FIO2 SET,,chartevents,2,,,,,carevue,,,
6564,,,,,,2338,finger stick glucose,,chartevents,2,,,,,carevue,,,
6565,,,,,,1332,pulse,,chartevents,2,,,,,carevue,,,
6566,,,,,,43489,gastric Ph,,outputevents,2,Free Form Intake,,,,carevue,,,
